0,32,False,0
0,33,False,0
0,63,False,0
0,5024,False,0
0,5025,False,0
0,5028,False,0
0,5032,False,0
0,5034,False,0
0,5038,False,0
0,5041,False,0
0,5043,False,0
0,5044,False,0
0,5050,False,0
0,5077,False,0
0,5082,False,0
0,5091,False,0
0,5098,False,0
0,5107,False,0
0,5116,False,0
0,5121,False,0
0,5147,False,0
0,5148,False,0
0,5157,False,0
0,5180,False,0
0,5183,False,0
0,5194,False,0
0,5198,False,0
0,5199,False,0
0,5201,False,0
0,5231,False,0
0,5232,False,0
0,5238,False,0
0,5241,False,0
0,5248,False,0
0,5269,False,0
0,5278,False,0
0,5283,False,0
0,5288,False,0
0,5294,False,0
0,5299,False,0
0,5300,False,0
0,5302,False,0
0,5310,False,0
0,5312,False,0
0,5334,False,0
0,5370,False,0
0,5371,False,0
0,5379,False,0
0,5394,False,0
0,5395,False,0
0,5408,False,0
0,5409,False,0
0,5414,False,0
0,5422,False,0
0,5427,False,0
0,5434,False,0
0,5453,False,0
0,5463,False,0
0,5478,False,0
0,5485,False,0
0,5489,False,0
0,5490,False,0
0,5495,False,0
0,5504,False,0
0,5513,False,0
0,5520,False,0
0,5536,False,0
0,5542,False,0
0,5568,False,0
0,5584,False,0
0,5598,False,0
0,5613,False,0
0,5617,False,0
0,5644,False,0
0,5667,False,0
0,5671,False,0
0,5693,False,0
0,5696,False,0
0,5702,False,0
0,5708,False,0
0,5720,False,0
0,5736,False,0
0,5737,False,0
0,5738,False,0
0,5747,False,0
0,5772,False,0
0,5779,False,0
0,5789,False,0
0,5790,False,0
0,5807,False,0
0,5828,False,0
0,5833,False,0
0,5835,False,0
0,5846,False,0
0,5855,False,0
0,5858,False,0
0,5861,False,0
0,5864,False,0
0,5870,False,0
0,5872,False,0
0,5899,False,0
0,5901,False,0
0,5909,False,0
0,5916,False,0
0,5945,False,0
0,5988,False,0
0,6000,False,0
0,6010,False,0
0,6012,False,0
0,6052,False,0
0,6053,False,0
0,6060,False,0
0,6090,False,0
0,6114,False,0
0,6124,False,0
0,6142,False,0
0,6143,False,0
0,6161,False,0
0,6177,False,0
0,6194,False,0
0,6244,False,0
0,6252,False,0
